artist,country,lineage
Ella Chen discography,Chinese,Asian
Jefferson Qian,Chinese,Asian
Yu Yan,Chinese,Asian
Lin Youren,Chinese,Asian
2moro,Chinese,Asian
Lee Wei,Chinese,Asian
Yuen Ren Chao,Chinese,Asian
Monster,Chinese,Asian
Lulu Huang Lu Zi Yin,Chinese,Asian
Sam Lee,Chinese,Asian
Riley Wang,Chinese,Asian
Hins Cheung,Chinese,Asian
Chang Chen-yue,Chinese,Asian
Xiao Yu ,Chinese,Asian
Elva Hsiao,Chinese,Asian
Kar-Yee Lam,Chinese,Asian
Kym ,Chinese,Asian
Wan Kwong,Chinese,Asian
Fong Fei-fei,Chinese,Asian
Women's Military Band of the PLA National Defense University,Chinese,Asian
Chet Lam,Chinese,Asian
Dai Kui,Chinese,Asian
Abao,Chinese,Asian
Dear Jane ,Chinese,Asian
Shi Yihong,Chinese,Asian
Nine One One,Chinese,Asian
Ricky Hui,Chinese,Asian
Cindy Yen,Chinese,Asian
Pai Bing-bing,Chinese,Asian
Shuan Hern Lee,Chinese,Asian
Freya Lim,Chinese,Asian
Shirley Yeung,Chinese,Asian
Mirror,Chinese,Asian
Mui Yee,Chinese,Asian
Zhou Shen,Chinese,Asian
Wang Bowen,Chinese,Asian
Crowd Lu,Chinese,Asian
Seraphim ,Chinese,Asian
Tracy Huang,Chinese,Asian
Mak Bing-wing,Chinese,Asian
Wong Tai Sin Children's Choir,Chinese,Asian
Josie Ho,Chinese,Asian
Chuang Ling-yun,Chinese,Asian
FAMA,Chinese,Asian
Evan Ma,Chinese,Asian
Jan Lamb,Chinese,Asian
Vava,Chinese,Asian
Sunny Li,Chinese,Asian
BoBo ,Chinese,Asian
Hu Bing,Chinese,Asian
Jacky Cheung,Chinese,Asian
Wu Xiubo,Chinese,Asian
Zoie Tam,Chinese,Asian
Zhang Zining,Chinese,Asian
Bamu ,Chinese,Asian
Ren Jialun,Chinese,Asian
Lung Shao-hua,Chinese,Asian
Louis Koo,Chinese,Asian
Grace Wong,Chinese,Asian
Sharon Lee ,Chinese,Asian
Ken Hung,Chinese,Asian
Red Poppy,Chinese,Asian
B. A. D.,Chinese,Asian
Dong Yong,Chinese,Asian
Zhang Ye,Chinese,Asian
Connie Chan,Chinese,Asian
Ada Zhuang,Chinese,Asian
Muhai Tang,Chinese,Asian
Shawn Yue,Chinese,Asian
Linda Liao,Chinese,Asian
Chang Chen,Chinese,Asian
The Young Men,Chinese,Asian
Hush ,Chinese,Asian
Sun Yue,Chinese,Asian
Ng May Ying,Chinese,Asian
Lü Siqing,Chinese,Asian
Mao Di,Chinese,Asian
Lee Heung-kam,Chinese,Asian
Pan An-bang,Chinese,Asian
Roy Wang,Chinese,Asian
Lily Chan,Chinese,Asian
Yang Chaoyue,Chinese,Asian
Yang Yang,Chinese,Asian
HotCha,Chinese,Asian
Pong Nan,Chinese,Asian
Cheng Zhifan,Chinese,Asian
Da Mouth,Chinese,Asian
Theresa Fu,Chinese,Asian
Shu Chang,Chinese,Asian
Peric lee,Chinese,Asian
New Pants,Chinese,Asian
Chochukmo,Chinese,Asian
National Chinese Orchestra Taiwan,Chinese,Asian
Irene Ryder,Chinese,Asian
Chan Fai-young,Chinese,Asian
Lu Yi,Chinese,Asian
Mao Weitao,Chinese,Asian
Kenny Bee,Chinese,Asian
Hao Lei,Chinese,Asian
Wang Kun ,Chinese,Asian
Jade Kwan,Chinese,Asian
Poon Choi Ying Chi,Chinese,Asian
Paul Wong,Chinese,Asian
Hu Xia,Chinese,Asian
Wong Wah-bo,Chinese,Asian
Ivan Linn,Chinese,Asian
Xiao Hu Dui,Chinese,Asian
Sun Shu-may,Chinese,Asian
Huang Yi,Chinese,Asian
Strange Lives,Chinese,Asian
Zhang Bichen,Chinese,Asian
Xie Keyin,Chinese,Asian
Harlem Yu,Chinese,Asian
Lin Yu-chun,Chinese,Asian
Sun Tsui-feng,Chinese,Asian
Michael Shih,Chinese,Asian
A-Sun ,Chinese,Asian
Landy Wen,Chinese,Asian
Hana Kuk,Chinese,Asian
Robert Lee Jun-fai,Chinese,Asian
Anthony Wong Yiu-ming,Chinese,Asian
Tang Yunsheng,Chinese,Asian
R1SE,Chinese,Asian
Chen Ying-git,Chinese,Asian
Chen Lin,Chinese,Asian
Hsieh Ming-yu,Chinese,Asian
Xiao Yu,Chinese,Asian
Tong Dawei,Chinese,Asian
People's Armed Police Band,Chinese,Asian
Beijing Queer Chorus,Chinese,Asian
Tavia Yeung,Chinese,Asian
You Hongfei,Chinese,Asian
AGA,Chinese,Asian
BoBo,Chinese,Asian
Oho Ou,Chinese,Asian
Pets Tseng,Chinese,Asian
Michael Kwan,Chinese,Asian
Fu Quanxiang,Chinese,Asian
FulushouFloruitShow,Chinese,Asian
Susanna Kwan,Chinese,Asian
Li Ronghao,Chinese,Asian
Tsai Hsiao-hu,Chinese,Asian
Tension,Chinese,Asian
Lin Shengben,Chinese,Asian
List of Chinese musicians,Chinese,Asian
Huang Lei,Chinese,Asian
Chao Chuan,Chinese,Asian
Tia Lee,Chinese,Asian
Yan Ng,Chinese,Asian
He Zhuoyan,Chinese,Asian
Mao Amin,Chinese,Asian
Cao Fang ,Chinese,Asian
Liu Yuan,Chinese,Asian
Wu Mochou,Chinese,Asian
Lori Chow,Chinese,Asian
Jing Boran,Chinese,Asian
A-One ,Chinese,Asian
Li Na ,Chinese,Asian
Black Panther,Chinese,Asian
Tian Yuan ,Chinese,Asian
Bi Chunfang,Chinese,Asian
Yuhan Su,Chinese,Asian
Yu Jim-yuen,Chinese,Asian
Tension ,Chinese,Asian
Zhang Lu,Chinese,Asian
Xidan Girl,Chinese,Asian
Wen Zhanli,Chinese,Asian
1989,Chinese,Asian
Chien Shan-hua,Chinese,Asian
Chen Linong,Chinese,Asian
Luo Qi,Chinese,Asian
Ann Mui,Chinese,Asian
Miss Ko,Chinese,Asian
Andrew Ling,Chinese,Asian
Liu Dehai,Chinese,Asian
831,Chinese,Asian
Chen Mao-shuen,Chinese,Asian
Joe Chen,Chinese,Asian
Twins,Chinese,Asian
Higher Brothers,Chinese,Asian
Jenny Tseng,Chinese,Asian
Wang Ziyi,Chinese,Asian
Wang Yijin,Chinese,Asian
Alex To,Chinese,Asian
Joyce Cheng,Chinese,Asian
Wang Feng,Chinese,Asian
James Wong Jim,Chinese,Asian
Bennett Pang,Chinese,Asian
Sun Sheng Xi,Chinese,Asian
Zheng Cao,Chinese,Asian
Chen Xiyao,Chinese,Asian
Gua Ah-leh,Chinese,Asian
GNZ48,Chinese,Asian
Luo Pinchao,Chinese,Asian
Wen Yi-jen,Chinese,Asian
Yang Erche Namu,Chinese,Asian
Lingdian,Chinese,Asian
Lonely China Day,Chinese,Asian
Shenyang ,Chinese,Asian
Ying Fang,Chinese,Asian
Yang Yuying,Chinese,Asian
Dilber Yunus,Chinese,Asian
China National Opera,Chinese,Asian
Lü Jihong,Chinese,Asian
Su Meng,Chinese,Asian
Wang Yibo,Chinese,Asian
Li Li-hua,Chinese,Asian
Meng Ge,Chinese,Asian
Lalan ,Chinese,Asian
Wowkie Zhang,Chinese,Asian
Dry,Chinese,Asian
Cao Lu,Chinese,Asian
Tengger Cavalry,Chinese,Asian
Denise Ho,Chinese,Asian
Public Security Police Force Band,Chinese,Asian
Frances Yip,Chinese,Asian
Huang Fei,Chinese,Asian
Stanley Yau,Chinese,Asian
Ruco Chan,Chinese,Asian
Li Daimo,Chinese,Asian
Zhang Ye ,Chinese,Asian
Chu Ting-shun,Chinese,Asian
831 ,Chinese,Asian
Vision Wei,Chinese,Asian
New Formosa Band,Chinese,Asian
Joel Chan,Chinese,Asian
Yang Mi,Chinese,Asian
People's Liberation Army Navy Band,Chinese,Asian
Bing ,Chinese,Asian
Jacky Chu,Chinese,Asian
Edison Chen,Chinese,Asian
5566,Chinese,Asian
Chen Zheyuan,Chinese,Asian
Paisley Wu,Chinese,Asian
Jennifer Chan ,Chinese,Asian
Lü Wencheng,Chinese,Asian
Bak Sheut-sin,Chinese,Asian
Deanie Ip,Chinese,Asian
Evan Yo,Chinese,Asian
Seven Great Singing Stars,Chinese,Asian
Emerson Tsai,Chinese,Asian
Zhang Yuqi,Chinese,Asian
Mei Qiaoling,Chinese,Asian
Huang Yee-ling,Chinese,Asian
Anson Lo,Chinese,Asian
Shi Lemeng,Chinese,Asian
Shirley Kwan,Chinese,Asian
Hao Zhou,Chinese,Asian
Zhang Yunxia,Chinese,Asian
1976 ,Chinese,Asian
Zhang Jun,Chinese,Asian
Tang Kee-chan,Chinese,Asian
Edwin Siu,Chinese,Asian
Yang Baosen,Chinese,Asian
Wu Hu Jiang,Chinese,Asian
Liu Xijun,Chinese,Asian
Xian Xinghai,Chinese,Asian
Ady An,Chinese,Asian
Rene Liu,Chinese,Asian
Etty Lau Farrell,Chinese,Asian
Corinna Chamberlain,Chinese,Asian
STOLEN,Chinese,Asian
Meng Guanglu,Chinese,Asian
Yan Yikuan,Chinese,Asian
Lam Suet,Chinese,Asian
Cheng Yu ,Chinese,Asian
Phil Chang,Chinese,Asian
Loten Namling,Chinese,Asian
Category:S.H.E members,Chinese,Asian
Nowhere Boys ,Chinese,Asian
Claire Kuo,Chinese,Asian
Xu Song,Chinese,Asian
Chen Jiafeng,Chinese,Asian
Dear Eloise ,Chinese,Asian
Julie Yeh,Chinese,Asian
Ayen Ho,Chinese,Asian
Tang Bik-wan,Chinese,Asian
Cherry Boom,Chinese,Asian
Reflector,Chinese,Asian
Zhu Zhu,Chinese,Asian
Diesear,Chinese,Asian
Coco Lee,Chinese,Asian
Shone An,Chinese,Asian
Mizz Eva,Chinese,Asian
Gillian Chung,Chinese,Asian
Vanness Wu,Chinese,Asian
Tats Lau,Chinese,Asian
Don Li,Chinese,Asian
Candy Hsu,Chinese,Asian
Choc7,Chinese,Asian
Joyce Chao,Chinese,Asian
Huang Xiaoming,Chinese,Asian
Tan Weiwei,Chinese,Asian
Zhang Shaohua,Chinese,Asian
Yisa Yu,Chinese,Asian
China National Traditional Orchestra,Chinese,Asian
9m88,Chinese,Asian
Chen Kun,Chinese,Asian
Priscilla Chan ,Chinese,Asian
The Flowers,Chinese,Asian
Gang-a-tsui,Chinese,Asian
Han Lei,Chinese,Asian
King Ly Chee,Chinese,Asian
Li Bingbing,Chinese,Asian
Dong Cheng Wei,Chinese,Asian
Tank ,Chinese,Asian
Lin Di,Chinese,Asian
Zhu Xiao-Mei,Chinese,Asian
Yu Long,Chinese,Asian
Pan Asia Symphony Orchestra,Chinese,Asian
Stephy Tang,Chinese,Asian
Teresa Cheung Tak-lan,Chinese,Asian
Yao Min,Chinese,Asian
Alfred Hui,Chinese,Asian
Jiang Qinqin,Chinese,Asian
Yang Chung-hsien,Chinese,Asian
Nine Treasures,Chinese,Asian
Wen Hsia,Chinese,Asian
Mei Lanfang,Chinese,Asian
Ghost Style,Chinese,Asian
Zhang Zilin,Chinese,Asian
Yang Guang,Chinese,Asian
Zhou Jiannan,Chinese,Asian
Xia Meng,Chinese,Asian
AGA ,Chinese,Asian
Pan Mei-chen,Chinese,Asian
NEXT ,Chinese,Asian
Khalil Fong,Chinese,Asian
Awaking,Chinese,Asian
Mayra Muhammad-kyzy,Chinese,Asian
Tia Ray,Chinese,Asian
Zhu Zhengting,Chinese,Asian
Gigi Leung,Chinese,Asian
Kwong Wa,Chinese,Asian
The Chinese University of Hong Kong Chorus,Chinese,Asian
Will Liu,Chinese,Asian
IXFORM,Chinese,Asian
Sophy Wong,Chinese,Asian
Jennifer Yu,Chinese,Asian
WayV,Chinese,Asian
Tsewang Lhamo ,Chinese,Asian
The Bollands,Chinese,Asian
Fahrenheit,Chinese,Asian
Yuan Xuefen,Chinese,Asian
ADO,Chinese,Asian
Xia Yi,Chinese,Asian
Vic Chou,Chinese,Asian
Second Hand Rose,Chinese,Asian
Zhao Wei,Chinese,Asian
Perry So,Chinese,Asian
Tony Sun,Chinese,Asian
Julia Peng,Chinese,Asian
Nick Chou,Chinese,Asian
Owodog,Chinese,Asian
Softhard,Chinese,Asian
Anita Mui,Chinese,Asian
Huang Wen-hsing,Chinese,Asian
Lang Lang,Chinese,Asian
Tarcy Su,Chinese,Asian
Angus Tung,Chinese,Asian
Elvis Wang,Chinese,Asian
Jessie Chung,Chinese,Asian
Grasshopper,Chinese,Asian
Ren Guang,Chinese,Asian
Adam Cheng,Chinese,Asian
Underground Baby,Chinese,Asian
Cathy Leung,Chinese,Asian
Eugene Pao,Chinese,Asian
Category:Nine Percent members,Chinese,Asian
Hawick Lau,Chinese,Asian
Hou Muren,Chinese,Asian
Faye,Chinese,Asian
Ayanga,Chinese,Asian
Bai Guang,Chinese,Asian
Huang Shengyi,Chinese,Asian
Walkie Talkie,Chinese,Asian
Wen Kezheng,Chinese,Asian
Lexie Liu,Chinese,Asian
Perhat Khaliq,Chinese,Asian
Aaron Kwok,Chinese,Asian
Vangie Tang,Chinese,Asian
Jonathan Lee,Chinese,Asian
Kellyjackie,Chinese,Asian
Hong Kong Police Band,Chinese,Asian
G.E.M.,Chinese,Asian
Hazza,Chinese,Asian
Lee Bing,Chinese,Asian
Zong Bing,Chinese,Asian
YuFeiMen,Chinese,Asian
Faith Yang,Chinese,Asian
Ian Chen,Chinese,Asian
Peng Liyuan,Chinese,Asian
Siu-Lei Chun,Chinese,Asian
JC ,Chinese,Asian
Ang It-hong,Chinese,Asian
The Wynners,Chinese,Asian
Seraphim,Chinese,Asian
Tank,Chinese,Asian
Astor Fong,Chinese,Asian
Yu Quan,Chinese,Asian
Wang Zheng ,Chinese,Asian
Richard Lam,Chinese,Asian
Leung Sing Poh,Chinese,Asian
Mirror ,Chinese,Asian
Alex Tam,Chinese,Asian
Xie Jingxian,Chinese,Asian
Yang Kun,Chinese,Asian
Guo Lanying,Chinese,Asian
Zhou Yi ,Chinese,Asian
Chang Ping,Chinese,Asian
Alan Ko,Chinese,Asian
Zheng Jun,Chinese,Asian
Eastyle,Chinese,Asian
Vivian Chow,Chinese,Asian
Nine Percent,Chinese,Asian
Shang Wenjie,Chinese,Asian
Ernest So,Chinese,Asian
Feng Tian,Chinese,Asian
Zhang Yuqi ,Chinese,Asian
Gordon Shi-Wen Chin,Chinese,Asian
Wong Hok-Sing,Chinese,Asian
Seven Gao,Chinese,Asian
Waa Wei,Chinese,Asian
Jin Tielin,Chinese,Asian
Xu Geyang,Chinese,Asian
Singapore Chinese Orchestra,Chinese,Asian
Mary Mei Loc Wu,Chinese,Asian
Tang Anqi,Chinese,Asian
Tak Chiu Wong,Chinese,Asian
Chan Kwong-wing,Chinese,Asian
Shadow Zen,Chinese,Asian
Dream Girls ,Chinese,Asian
Su Xing,Chinese,Asian
Taipei Chinese Orchestra,Chinese,Asian
Michael Huang,Chinese,Asian
Tang Dynasty ,Chinese,Asian
Krystian Wang,Chinese,Asian
Feng Timo,Chinese,Asian
Ying Wei-min,Chinese,Asian
Max Mok,Chinese,Asian
Jason Hsu,Chinese,Asian
Zhang Yuge,Chinese,Asian
You Zhangjing,Chinese,Asian
Jennifer Chan,Chinese,Asian
Snapline,Chinese,Asian
Fu Jing ,Chinese,Asian
Francesca Kao,Chinese,Asian
Wang Wenjuan,Chinese,Asian
M.I.C. ,Chinese,Asian
Lollipop F,Chinese,Asian
Jordan Chan,Chinese,Asian
Jimmy Lin,Chinese,Asian
Liyuu,Chinese,Asian
Lara Veronin,Chinese,Asian
Sunset Rollercoaster,Chinese,Asian
Yin Ts'ang,Chinese,Asian
Cheng Lin,Chinese,Asian
Zeng Yi,Chinese,Asian
Cao Miaoqing,Chinese,Asian
Stanley Huang,Chinese,Asian
Zheng Zhou,Chinese,Asian
Jiang Ying ,Chinese,Asian
Chris Hung,Chinese,Asian
Joanne Tseng,Chinese,Asian
Meilin Gray,Chinese,Asian
Chthonic,Chinese,Asian
Liu Wen-cheng,Chinese,Asian
Wong Ka Keung,Chinese,Asian
Zhao Yue,Chinese,Asian
Ma Tianyu,Chinese,Asian
Zeng Yi ,Chinese,Asian
Michael Lai,Chinese,Asian
Han Wenwen,Chinese,Asian
Loong Kim Sang,Chinese,Asian
Juno Mak,Chinese,Asian
Feifei Yang,Chinese,Asian
Yim-hing Law,Chinese,Asian
Cecilia Cheung,Chinese,Asian
Sandy Lam,Chinese,Asian
Zhou Jiannan ,Chinese,Asian
Popu Lady,Chinese,Asian
Green Mountain Orchestra,Chinese,Asian
Deric Wan,Chinese,Asian
183 Club,Chinese,Asian
Christiana Lin,Chinese,Asian
Wang Feng ,Chinese,Asian
Gemini,Chinese,Asian
Albert Lim,Chinese,Asian
Well Lee,Chinese,Asian
Wang Kun,Chinese,Asian
Eric Kot,Chinese,Asian
Hacken Lee,Chinese,Asian
Liu Yifei,Chinese,Asian
Mr.,Chinese,Asian
Yamy,Chinese,Asian
Nowhere Boys,Chinese,Asian
Harmony Chinese Music Group,Chinese,Asian
Renée Chen,Chinese,Asian
Sam Wang,Chinese,Asian
Wallace Huo,Chinese,Asian
Category:Fahrenheit,Chinese,Asian
Wong He,Chinese,Asian
Zhao Zhiwei,Chinese,Asian
Li Jian,Chinese,Asian
Warren Mok,Chinese,Asian
Big Four ,Chinese,Asian
Jason Zhang,Chinese,Asian
Lee Lee-zen,Chinese,Asian
Keung To,Chinese,Asian
Ding Yi Music Company,Chinese,Asian
Deserts Chang,Chinese,Asian
Veronica Yip,Chinese,Asian
Li Shengsu,Chinese,Asian
Kenji Wu,Chinese,Asian
Raymond Lam,Chinese,Asian
Nie Yuan,Chinese,Asian
Hello Nico,Chinese,Asian
Ram Chiang,Chinese,Asian
Megan Lai,Chinese,Asian
Steven Cheung Chi-hang,Chinese,Asian
Liljay,Chinese,Asian
Linda Wong ,Chinese,Asian
Sun Zhenni,Chinese,Asian
Huang Tzu,Chinese,Asian
Xin Fengxia,Chinese,Asian
Faye Wong,Chinese,Asian
Lee Mao-shan,Chinese,Asian
Kwan Tak-hing,Chinese,Asian
Mayday,Chinese,Asian
Peggy Hsu,Chinese,Asian
Lai Meiyun,Chinese,Asian
Black Panther ,Chinese,Asian
Ehlo Huang,Chinese,Asian
Sweety,Chinese,Asian
Yuan Chenye,Chinese,Asian
Samantha Lam ,Chinese,Asian
Na Ying,Chinese,Asian
Bowie Lam,Chinese,Asian
Chiang Shu-na,Chinese,Asian
Wu Qian,Chinese,Asian
Hong Peiyun,Chinese,Asian
Cold Fairyland,Chinese,Asian
Xiong Rulin,Chinese,Asian
Cecelia Lee Fung-Sing,Chinese,Asian
Huang Ying,Chinese,Asian
Charles Ying,Chinese,Asian
Chang Xiangyu,Chinese,Asian
Aya Liu,Chinese,Asian
Mao Ning,Chinese,Asian
Nylon Chen,Chinese,Asian
Bing-yee Yam,Chinese,Asian
Edmond Leung,Chinese,Asian
Sky Wu,Chinese,Asian
Yin Zizhong,Chinese,Asian
Shino Lin,Chinese,Asian
Feng Jianyu,Chinese,Asian
Twins ,Chinese,Asian
Wei Wei,Chinese,Asian
Tiger Huang,Chinese,Asian
Mavis Fan,Chinese,Asian
Gemini ,Chinese,Asian
B6,Chinese,Asian
Xiao Youmei,Chinese,Asian
Ju Jingyi,Chinese,Asian
Shiga Lin,Chinese,Asian
Eason Chan,Chinese,Asian
Myolie Wu,Chinese,Asian
Zen,Chinese,Asian
Dwagie,Chinese,Asian
Angel Hong,Chinese,Asian
Dai Min,Chinese,Asian
Hong Kong Chinese Orchestra,Chinese,Asian
Li Yitong,Chinese,Asian
Esther Liu,Chinese,Asian
Ruan Xian,Chinese,Asian
Dear Jane,Chinese,Asian
Ma Lan,Chinese,Asian
Qin Chuan,Chinese,Asian
Lazy Mutha Fucka,Chinese,Asian
Tux ,Chinese,Asian
Chang Hsiu-ching,Chinese,Asian
Li Zhi,Chinese,Asian
Betty Chung,Chinese,Asian
Tasha Low,Chinese,Asian
SNH48,Chinese,Asian
Zen ,Chinese,Asian
Liu Yuxin,Chinese,Asian
Dears ,Chinese,Asian
Li Lingyu,Chinese,Asian
Choenyi Tsering,Chinese,Asian
Li Xiaolu,Chinese,Asian
Qu Ying,Chinese,Asian
Stella Chang,Chinese,Asian
Jia Qing,Chinese,Asian
Yang Yuelou,Chinese,Asian
Josephine Siao,Chinese,Asian
List of ensemble formations in traditional Chinese music,Chinese,Asian
Xu Jiaqi,Chinese,Asian
JPM,Chinese,Asian
Ric Huang,Chinese,Asian
Chen Yumei,Chinese,Asian
Li Yugang,Chinese,Asian
Hong Chen,Chinese,Asian
Xun Xu,Chinese,Asian
Ellen Joyce Loo,Chinese,Asian
Lotus,Chinese,Asian
Liao Zilan,Chinese,Asian
Ma Fulu,Chinese,Asian
Liu Yang,Chinese,Asian
Elephant Gym,Chinese,Asian
Lee Chien-na,Chinese,Asian
Soler ,Chinese,Asian
Li Na,Chinese,Asian
Ming Jie,Chinese,Asian
JuJu Chan,Chinese,Asian
He Jie,Chinese,Asian
Ben Xi,Chinese,Asian
Zuriaake,Chinese,Asian
Ian Chen ,Chinese,Asian
Su Rui,Chinese,Asian
Zhang Jiqing,Chinese,Asian
Boy'z,Chinese,Asian
Tenzin Choegyal,Chinese,Asian
Overload ,Chinese,Asian
Qiao Qiao,Chinese,Asian
Tian Yuan,Chinese,Asian
Calvin Chen,Chinese,Asian
Jonathan Lee ,Chinese,Asian
Wang Zheng,Chinese,Asian
Jing Chang,Chinese,Asian
Brain Failure,Chinese,Asian
FM3,Chinese,Asian
Candy Lo,Chinese,Asian
Simon Kaspé,Chinese,Asian
Ao Li,Chinese,Asian
Shenyang,Chinese,Asian
Soname Yangchen,Chinese,Asian
Sarena Li,Chinese,Asian
Jiang Chao,Chinese,Asian
Liu Sanjie,Chinese,Asian
Xu Xinwen,Chinese,Asian
Wu Yue,Chinese,Asian
Alan Dawa Dolma,Chinese,Asian
Wan Xiaoli,Chinese,Asian
Cally Kwong,Chinese,Asian
LTK Commune,Chinese,Asian
Song Xidong,Chinese,Asian
Monie Tung,Chinese,Asian
Superband,Chinese,Asian
Zhang Chu,Chinese,Asian
Cobra,Chinese,Asian
Category:F4  members,Chinese,Asian
Gregorio Wu Pak Chiu,Chinese,Asian
Li Xinyi ,Chinese,Asian
Zhao Jiamin,Chinese,Asian
Ding Wu,Chinese,Asian
Shin,Chinese,Asian
Cheung Ming-man,Chinese,Asian
Figaro Tseng,Chinese,Asian
Li Yuchun,Chinese,Asian
Law Wing-cheung,Chinese,Asian
Jin Longguo,Chinese,Asian
Huang Shixiang,Chinese,Asian
Cobra ,Chinese,Asian
Ye Shengzhang,Chinese,Asian
Johnny Zhang,Chinese,Asian
Chu Ke-liang,Chinese,Asian
Namgyal Lhamo,Chinese,Asian
Liao Changyong,Chinese,Asian
Dear Eloise,Chinese,Asian
FanFan,Chinese,Asian
Xu Wei ,Chinese,Asian
Cai Chengyu,Chinese,Asian
Hush,Chinese,Asian
Vincy Chan,Chinese,Asian
Zhang Qiang,Chinese,Asian
Alilang Group,Chinese,Asian
Sam Hui,Chinese,Asian
Zhang Liyin,Chinese,Asian
Zhao Lirong,Chinese,Asian
Wu Bai,Chinese,Asian
Dave Wang,Chinese,Asian
Kenny Kwan,Chinese,Asian
Shiao Lih-ju,Chinese,Asian
Dino Lee,Chinese,Asian
Yang Qingning,Chinese,Asian
Hebe Tien discography,Chinese,Asian
Jana Chen,Chinese,Asian
A-Sun,Chinese,Asian
Zhou Yi,Chinese,Asian
Lan-Hing Tam,Chinese,Asian
Shin,Chinese,Asian
Bai Yushuang,Chinese,Asian
Tashi Dondrup,Chinese,Asian
Pang Long,Chinese,Asian
Bii,Chinese,Asian
Michael Tse,Chinese,Asian
Janice Vidal,Chinese,Asian
Zou Lunlun,Chinese,Asian
Li Shaochun,Chinese,Asian
Wu Xuanyi,Chinese,Asian
Li Wenhan,Chinese,Asian
Ban Ban,Chinese,Asian
Richie Jen,Chinese,Asian
Ella Chen,Chinese,Asian
Alan Tam,Chinese,Asian
Wen Junhui,Chinese,Asian
Carina Lau,Chinese,Asian
Zang Tianshuo,Chinese,Asian
Wanting Qu,Chinese,Asian
Wang Changyuan,Chinese,Asian
Sita Chan,Chinese,Asian
Hong Kong Children's Choir,Chinese,Asian
Sammi Cheng,Chinese,Asian
Mini Tsai,Chinese,Asian
Anthony Neely,Chinese,Asian
Hey Girl,Chinese,Asian
Gigi Lai,Chinese,Asian
Chia Chou,Chinese,Asian
Wing,Chinese,Asian
Timi Zhuo,Chinese,Asian
Jiang Dawei,Chinese,Asian
Bi Wenjun,Chinese,Asian
Category:183 Club members,Chinese,Asian
Ping Pung,Chinese,Asian
Jaycee Chan,Chinese,Asian
Yu Huiyong,Chinese,Asian
Adia Chan,Chinese,Asian
Zhang Dingyuan,Chinese,Asian
Ukulele ,Chinese,Asian
Annie Yi,Chinese,Asian
SpeXial,Chinese,Asian
Joyside,Chinese,Asian
Krusty,Chinese,Asian
Bondy Chiu,Chinese,Asian
Tam Ping-man,Chinese,Asian
Athena Chu,Chinese,Asian
Halina Tam,Chinese,Asian
The8,Chinese,Asian
The Face,Chinese,Asian
Qiao Renliang,Chinese,Asian
Chou Hui-ying,Chinese,Asian
Pan Changjiang,Chinese,Asian
Chang and Lee,Chinese,Asian
Phoenix Legend,Chinese,Asian
Jackson Yee,Chinese,Asian
Fiona Fung,Chinese,Asian
Dadon,Chinese,Asian
Wong-Nui Fung,Chinese,Asian
Ruby Lin,Chinese,Asian
Sun-sun,Chinese,Asian
Jason Chen ,Chinese,Asian
Jackie Tam,Chinese,Asian
Aarif Rahman,Chinese,Asian
7Senses,Chinese,Asian
Ching-yun Hu,Chinese,Asian
Breathing ,Chinese,Asian
Roman and the Four Steps,Chinese,Asian
Category:5566 members,Chinese,Asian
Gao Qi,Chinese,Asian
Li Zhi ,Chinese,Asian
Formosa Aboriginal Song and Dance Troupe,Chinese,Asian
Sun Yue ,Chinese,Asian
Yuki Ip,Chinese,Asian
Susan Wong,Chinese,Asian
1976,Chinese,Asian
Yuja Wang,Chinese,Asian
Ben Wu,Chinese,Asian
Tan Xinpei,Chinese,Asian
Paula Tsui,Chinese,Asian
Ai Jing,Chinese,Asian
Hang on the Box,Chinese,Asian
Mr. ,Chinese,Asian
Barbara Fei,Chinese,Asian
Min Xiao-Fen,Chinese,Asian
Yao Yuanhao,Chinese,Asian
Alex Fong ,Chinese,Asian
The Samans,Chinese,Asian
Hong Kong Festival Orchestra,Chinese,Asian
Lu Shengkui,Chinese,Asian
Margaret Ortega,Chinese,Asian
Xiao Man,Chinese,Asian
Kii-Ming Lo,Chinese,Asian
Osman Hung,Chinese,Asian
Aoxuan Lee,Chinese,Asian
Mayday ,Chinese,Asian
Tsai Chin,Chinese,Asian
Lü Hsueh-feng,Chinese,Asian
Li Xikan,Chinese,Asian
Rita Carpio,Chinese,Asian
Yang Chengang,Chinese,Asian
Luo Qi ,Chinese,Asian
Ba Ban Chinese Music Society of New York,Chinese,Asian
Shunza,Chinese,Asian
Faye ,Chinese,Asian
Ma Lianliang,Chinese,Asian
Teddy Robin and the Playboys,Chinese,Asian
Nancy Wu,Chinese,Asian
INTO1,Chinese,Asian
Jutoupi,Chinese,Asian
Anthelion,Chinese,Asian
Qin Lan,Chinese,Asian
Tiffany Poon,Chinese,Asian
Takeshi Kaneshiro,Chinese,Asian
4 in Love ,Chinese,Asian
Song Zuying,Chinese,Asian
Miu Chu,Chinese,Asian
Sun Yumin,Chinese,Asian
Grace Chang,Chinese,Asian
Ivana Wong,Chinese,Asian
Yu Tian,Chinese,Asian
Roy Chiu,Chinese,Asian
Amanda Strang,Chinese,Asian
Soler,Chinese,Asian
Chang Yu-sheng,Chinese,Asian
Evonne Hsu,Chinese,Asian
Jason Chan,Chinese,Asian
Chen Zhi,Chinese,Asian
Zeng Chengwei,Chinese,Asian
Monster ,Chinese,Asian
