artist,country,lineage
Koji Asano,Japanese,Asian
Rinshō Kadekaru,Japanese,Asian
Gille ,Japanese,Asian
Luck Life,Japanese,Asian
Yuri Komagata,Japanese,Asian
Riri ,Japanese,Asian
Luna Takamura,Japanese,Asian
Swinging Popsicle,Japanese,Asian
Milet,Japanese,Asian
Tomu Muto,Japanese,Asian
Indigo la End,Japanese,Asian
Back-On,Japanese,Asian
Yoshiaki Manabe,Japanese,Asian
Blaze,Japanese,Asian
Kaz ,Japanese,Asian
Showtaro Morikubo,Japanese,Asian
Mai Hoshimura,Japanese,Asian
Hypnosis Mic: Division Rap Battle,Japanese,Asian
Toshiyuki Honda,Japanese,Asian
Toshio Hosokawa,Japanese,Asian
Mai Hagiwara,Japanese,Asian
Hōzan Yamamoto,Japanese,Asian
Guardians 4,Japanese,Asian
Boris,Japanese,Asian
Yumi Tōma,Japanese,Asian
Tropical Koishiteru,Japanese,Asian
Becky,Japanese,Asian
Lucifer ,Japanese,Asian
Do It! Now,Japanese,Asian
D'espairsRay,Japanese,Asian
Animetal,Japanese,Asian
Subaru Shibutani,Japanese,Asian
Goth-Trad,Japanese,Asian
Sphere,Japanese,Asian
College Cosmos ,Japanese,Asian
Ai Orikasa,Japanese,Asian
NEWS ,Japanese,Asian
Chihiro Anai,Japanese,Asian
Globe,Japanese,Asian
Incapacitants,Japanese,Asian
Vistlip,Japanese,Asian
Mari Hoshino,Japanese,Asian
Kamen Rider Girls,Japanese,Asian
Begin ,Japanese,Asian
Moonriders,Japanese,Asian
Aobozu,Japanese,Asian
Yellow Generation,Japanese,Asian
Ykiki Beat,Japanese,Asian
Keiko Utoku,Japanese,Asian
DoCo,Japanese,Asian
Kan'ichi Shimofusa,Japanese,Asian
Rey Natsukawa,Japanese,Asian
Fighting Pose wa Date ja Nai!,Japanese,Asian
Hideaki Tokunaga,Japanese,Asian
May'n,Japanese,Asian
Abigail ,Japanese,Asian
Ritual Carnage,Japanese,Asian
Iori Kogawa,Japanese,Asian
Miki Satō,Japanese,Asian
Baad,Japanese,Asian
Kirari,Japanese,Asian
Sunao Inami,Japanese,Asian
Screw,Japanese,Asian
Akira Kajiyama,Japanese,Asian
Hiroko Konishi,Japanese,Asian
Saori Hayami,Japanese,Asian
Keiichi Suzuki,Japanese,Asian
Miz,Japanese,Asian
Desurabbits,Japanese,Asian
Makoto Ogawa,Japanese,Asian
Kenji Ueda,Japanese,Asian
Keizo Nakanishi,Japanese,Asian
Noriko Katō,Japanese,Asian
Ruins ,Japanese,Asian
Nao Saejima,Japanese,Asian
Miwa ,Japanese,Asian
Dream,Japanese,Asian
Chiaki Ito,Japanese,Asian
Saya Kawamoto,Japanese,Asian
Southern All Stars,Japanese,Asian
Dream Ami,Japanese,Asian
Kikuko Inoue,Japanese,Asian
Lead ,Japanese,Asian
Haruka Fukuhara,Japanese,Asian
Susumu Hirasawa,Japanese,Asian
Sae Miyazawa,Japanese,Asian
Number Girl,Japanese,Asian
Sharam Q,Japanese,Asian
Mean Machine,Japanese,Asian
Head Phones President,Japanese,Asian
C.G mix,Japanese,Asian
Aika,Japanese,Asian
Going Under Ground,Japanese,Asian
LSD March,Japanese,Asian
NEWS,Japanese,Asian
Hiroshi Takeshima,Japanese,Asian
Shikao Suga,Japanese,Asian
Good Morning America,Japanese,Asian
Yōko Hikasa,Japanese,Asian
Johnny's West,Japanese,Asian
Takuya Satō,Japanese,Asian
Tadayoshi Okura,Japanese,Asian
Da-ice,Japanese,Asian
Akiko Tsuruga,Japanese,Asian
Kazuhiko Katō,Japanese,Asian
Mari Henmi,Japanese,Asian
Cover You,Japanese,Asian
Takashi Yoshimatsu,Japanese,Asian
LAZYgunsBRISKY,Japanese,Asian
Aphasia,Japanese,Asian
Plein d'amour: Ai ga Ippai,Japanese,Asian
Hiromi Ōta,Japanese,Asian
Yoshiki ,Japanese,Asian
The Gerogerigegege,Japanese,Asian
Daisuke Tsuda ,Japanese,Asian
19 ,Japanese,Asian
Nookicky,Japanese,Asian
Risa Niigaki,Japanese,Asian
Miki Higashino,Japanese,Asian
Phongchi,Japanese,Asian
Manami Konishi,Japanese,Asian
Every Little Thing,Japanese,Asian
Fujioka Fujimaki,Japanese,Asian
Sandi A. Hohn,Japanese,Asian
High School! Kimengumi,Japanese,Asian
Moeko Matsushita,Japanese,Asian
Lamp ,Japanese,Asian
Airi Furukawa,Japanese,Asian
TrySail,Japanese,Asian
Eiko Segawa,Japanese,Asian
Satoko Inoue,Japanese,Asian
Mass of the Fermenting Dregs,Japanese,Asian
Hideo Yamaki,Japanese,Asian
DMBQ,Japanese,Asian
Kiyoshige Koyama,Japanese,Asian
Yūmao,Japanese,Asian
Pistol Valve,Japanese,Asian
Teru,Japanese,Asian
The El Caminos,Japanese,Asian
Go to the Beds,Japanese,Asian
Mariko Tone,Japanese,Asian
Cinema Staff,Japanese,Asian
Happiness,Japanese,Asian
Rika Muranaka,Japanese,Asian
Aburadako,Japanese,Asian
Yukiji Asaoka,Japanese,Asian
The Sixth Lie,Japanese,Asian
Chisato Okai,Japanese,Asian
Triplane ,Japanese,Asian
Dps ,Japanese,Asian
Japan Philharmonic Orchestra,Japanese,Asian
Takuya Kimura,Japanese,Asian
Yoko Ueno,Japanese,Asian
Zabadak ,Japanese,Asian
Ruann,Japanese,Asian
Chelsy,Japanese,Asian
Sumako Matsui,Japanese,Asian
Mari Sano,Japanese,Asian
RSP,Japanese,Asian
Anna Murashige,Japanese,Asian
Riko Azuna,Japanese,Asian
Hide ,Japanese,Asian
Hiromi Igarashi,Japanese,Asian
Shōya Chiba,Japanese,Asian
Azusa Kishimoto,Japanese,Asian
Cascade,Japanese,Asian
Yuya Uchida ,Japanese,Asian
Deluhi,Japanese,Asian
Michiya Haruhata,Japanese,Asian
The Willard,Japanese,Asian
Hiromi Nagasaku,Japanese,Asian
Pamelah,Japanese,Asian
Hiroki Uchi,Japanese,Asian
Musukko Club,Japanese,Asian
United Future Organization,Japanese,Asian
Yutaro Miura,Japanese,Asian
Etsuko Yakushimaru,Japanese,Asian
Cö Shu Nie,Japanese,Asian
Eri Kamei,Japanese,Asian
Tokyo Shōnen,Japanese,Asian
NYC ,Japanese,Asian
Saori Minami,Japanese,Asian
Dokki Doki! Love Mail,Japanese,Asian
Dio – Distraught Overlord,Japanese,Asian
Happiness ,Japanese,Asian
On/Off ,Japanese,Asian
Reol ,Japanese,Asian
Myco,Japanese,Asian
Miyuki Kawanaka,Japanese,Asian
Ann Lewis,Japanese,Asian
List of bands associated with Ringo Sheena,Japanese,Asian
Jun Fukuyama,Japanese,Asian
Tsubaki,Japanese,Asian
Junko Onishi,Japanese,Asian
Kukui,Japanese,Asian
C-C-B,Japanese,Asian
Kosuke Mine,Japanese,Asian
Masayoshi Takanaka,Japanese,Asian
The Underneath,Japanese,Asian
Hiromi Uehara,Japanese,Asian
Ryukyu Underground,Japanese,Asian
Chiaki Ohara,Japanese,Asian
Satoko Ishimine,Japanese,Asian
MintJam,Japanese,Asian
Akio Inoue,Japanese,Asian
Aya Matsuura,Japanese,Asian
Yuya Tegoshi,Japanese,Asian
May J.,Japanese,Asian
Category:Kokua members,Japanese,Asian
Rie Murakawa,Japanese,Asian
CYNHN,Japanese,Asian
Mandrake ,Japanese,Asian
Ground Zero ,Japanese,Asian
W-inds,Japanese,Asian
Raura Iida,Japanese,Asian
Wag ,Japanese,Asian
Shazna,Japanese,Asian
Livetune,Japanese,Asian
Seijin Noborikawa,Japanese,Asian
"Soil & ""Pimp"" Sessions",Japanese,Asian
Kato Hideki,Japanese,Asian
Masato Honda,Japanese,Asian
Yū Hayashi,Japanese,Asian
Gedō,Japanese,Asian
Devil Kitty,Japanese,Asian
Takeshi Hayama,Japanese,Asian
Patty ,Japanese,Asian
Boom Boom Satellites,Japanese,Asian
Four Leaves,Japanese,Asian
Kanako Itō,Japanese,Asian
Mika Nakashima,Japanese,Asian
T-Square,Japanese,Asian
Anju Suzuki,Japanese,Asian
Yoshiko Sai,Japanese,Asian
Curio ,Japanese,Asian
Jun,Japanese,Asian
Ayuni D,Japanese,Asian
Jun Senoue,Japanese,Asian
Spaghetti Vabune!,Japanese,Asian
Miki Fujimura,Japanese,Asian
Category:Tokyo Jihen members,Japanese,Asian
Tanaka,Japanese,Asian
Superfly ,Japanese,Asian
Mihoko Fujimura,Japanese,Asian
Cutie Queen Vol. 1,Japanese,Asian
Yurika Kubo,Japanese,Asian
Tacoyaki Rainbow,Japanese,Asian
Acid Black Cherry,Japanese,Asian
Vidoll,Japanese,Asian
Riri,Japanese,Asian
Erika Miyoshi,Japanese,Asian
Angel'in Heavy Syrup,Japanese,Asian
Hanako Tokachi,Japanese,Asian
Yukie Nakama,Japanese,Asian
Takanori Nishikawa,Japanese,Asian
Soul Flower Union,Japanese,Asian
Yoshio Shigezono,Japanese,Asian
AK-69,Japanese,Asian
Ayumi Shibata,Japanese,Asian
Funky Monkey Babys,Japanese,Asian
Ricky,Japanese,Asian
Yurika Endō,Japanese,Asian
Triplane,Japanese,Asian
Vanesa Oshiro,Japanese,Asian
Yoko Kanno,Japanese,Asian
Geisha,Japanese,Asian
CoCo ,Japanese,Asian
Koji Kondo,Japanese,Asian
Shunichi Miyamoto,Japanese,Asian
Kamaitachi ,Japanese,Asian
Potshot,Japanese,Asian
Elly,Japanese,Asian
Shinbashi Kiyozo,Japanese,Asian
Hokuto Matsumura,Japanese,Asian
0.8Syooogeki,Japanese,Asian
Saeko Zōgō,Japanese,Asian
Qp-Crazy,Japanese,Asian
Solmania,Japanese,Asian
DJ Okawari,Japanese,Asian
Kreva ,Japanese,Asian
Manatsu no Kōsen,Japanese,Asian
Coconuts Musume,Japanese,Asian
Pinko Izumi,Japanese,Asian
Tetsuya,Japanese,Asian
Peter Barakan,Japanese,Asian
Prizmmy,Japanese,Asian
Masaaki Kishibe,Japanese,Asian
Crystal Kay,Japanese,Asian
T-Square ,Japanese,Asian
Love,Japanese,Asian
Yoko Kawahara,Japanese,Asian
Aoi ,Japanese,Asian
NaNa,Japanese,Asian
Saburō Moroi,Japanese,Asian
Kanjani Sentai Eightranger,Japanese,Asian
No Regret Life,Japanese,Asian
Zoobombs,Japanese,Asian
Kaori Mizumori,Japanese,Asian
Not Yet,Japanese,Asian
Lynch ,Japanese,Asian
Idol Street,Japanese,Asian
Kuroneko,Japanese,Asian
Myth & Roid,Japanese,Asian
Koda Kumi,Japanese,Asian
Steady & Co.,Japanese,Asian
Shishamo,Japanese,Asian
Sabbat ,Japanese,Asian
Hiroko Moriguchi,Japanese,Asian
Fanatic Crisis,Japanese,Asian
Toe ,Japanese,Asian
Mako Kojima,Japanese,Asian
Rie Kaneko,Japanese,Asian
Church of Misery,Japanese,Asian
Manabu Namiki,Japanese,Asian
Keiichi Nozaki,Japanese,Asian
Hiroto Kōmoto,Japanese,Asian
Crystal Lake,Japanese,Asian
Ghost,Japanese,Asian
Osaka Performance Doll,Japanese,Asian
Makiko Hirabayashi,Japanese,Asian
Miwa Sasagawa,Japanese,Asian
Miki Nishino,Japanese,Asian
Cellchrome,Japanese,Asian
Wino,Japanese,Asian
No Plan,Japanese,Asian
Aube ,Japanese,Asian
Aphasia ,Japanese,Asian
Manami Oku,Japanese,Asian
Blu-Billion,Japanese,Asian
Mitsufumi Shimabukuro,Japanese,Asian
Afra,Japanese,Asian
Hiroyuki Yamamoto,Japanese,Asian
Billie Idle,Japanese,Asian
Arcana Project,Japanese,Asian
Rev. from DVL,Japanese,Asian
Kyōko Aizome,Japanese,Asian
Sakanaction,Japanese,Asian
Takashi Furuya,Japanese,Asian
Iris,Japanese,Asian
Kana Nishino,Japanese,Asian
Aion,Japanese,Asian
Moa Kikuchi,Japanese,Asian
Sea*A,Japanese,Asian
Princess Princess,Japanese,Asian
Shuichi Murakami,Japanese,Asian
Dolly,Japanese,Asian
Masafumi Akikawa,Japanese,Asian
OxT,Japanese,Asian
Natsuko Godai,Japanese,Asian
Kiroro,Japanese,Asian
Kaya,Japanese,Asian
Scandal,Japanese,Asian
Fuyumi Abe,Japanese,Asian
Nobuo Uematsu,Japanese,Asian
Jadranka Stojaković,Japanese,Asian
Raphael,Japanese,Asian
Gauze,Japanese,Asian
Spitz ,Japanese,Asian
Kaori Kawamura,Japanese,Asian
Koi no Jubaku,Japanese,Asian
Move ,Japanese,Asian
Shun,Japanese,Asian
Marika Takeuchi,Japanese,Asian
Eri Nitta,Japanese,Asian
Pamelah ,Japanese,Asian
Shinichi Mori,Japanese,Asian
1st Goodsal,Japanese,Asian
Kanna Arihara,Japanese,Asian
Ladybaby,Japanese,Asian
Aisenshi,Japanese,Asian
Suzuran Yamauchi,Japanese,Asian
Akishibu Project,Japanese,Asian
Torpedo Boyz,Japanese,Asian
The Jaywalk,Japanese,Asian
Vamps ,Japanese,Asian
Toshiaki Ishizuka,Japanese,Asian
Foodman,Japanese,Asian
Yu Hasebe,Japanese,Asian
Garnet Crow,Japanese,Asian
Kōmei Abe,Japanese,Asian
Akira Ishikawa,Japanese,Asian
Mizue Takada,Japanese,Asian
Happiness,Japanese,Asian
Soul Crusaders,Japanese,Asian
Anmitsu Hime,Japanese,Asian
Miu-clips,Japanese,Asian
BIN,Japanese,Asian
Dick Mine,Japanese,Asian
Takamune Negishi,Japanese,Asian
Hikaru Sawai,Japanese,Asian
Day After Tomorrow ,Japanese,Asian
Manami Numakura,Japanese,Asian
Paulie Rhyme,Japanese,Asian
Chiaki Kuriyama,Japanese,Asian
Miki 1,Japanese,Asian
Naichau Kamo,Japanese,Asian
Honest Boyz,Japanese,Asian
Toru Yamashita,Japanese,Asian
My Boy,Japanese,Asian
Masa,Japanese,Asian
Katsumi Yokota,Japanese,Asian
Terumasa Hino,Japanese,Asian
Noa,Japanese,Asian
Disclose,Japanese,Asian
Emi Shinohara,Japanese,Asian
Melon's Not Dead,Japanese,Asian
Camellia Factory,Japanese,Asian
Machico ,Japanese,Asian
Category:Petitmoni members,Japanese,Asian
Masatoshi Ono,Japanese,Asian
Nomico,Japanese,Asian
Jimsaku,Japanese,Asian
Kenichiro Suehiro,Japanese,Asian
Annabel ,Japanese,Asian
Aki Yashiro,Japanese,Asian
Onmyo-Za,Japanese,Asian
Takuya ,Japanese,Asian
Ōjisama to Yuki no Yoru,Japanese,Asian
Nanase Hoshii,Japanese,Asian
Hironobu Kageyama,Japanese,Asian
Vivid ,Japanese,Asian
Ars Nova,Japanese,Asian
Haruo Minami,Japanese,Asian
Girl Next Door,Japanese,Asian
Masami Tsuchiya,Japanese,Asian
Kaori Moritani,Japanese,Asian
X21,Japanese,Asian
Reona,Japanese,Asian
Toma Ikuta,Japanese,Asian
Unicorn,Japanese,Asian
Suishou no Fune,Japanese,Asian
Yeah! Meccha Holiday,Japanese,Asian
Koshi Inaba,Japanese,Asian
Hifana,Japanese,Asian
Chiemi Hori,Japanese,Asian
44 Magnum,Japanese,Asian
Vivisick,Japanese,Asian
Cali Gari,Japanese,Asian
Straightener ,Japanese,Asian
Category:Minimoni members,Japanese,Asian
Masao Koga,Japanese,Asian
Hiroshi Nagano,Japanese,Asian
Iris ,Japanese,Asian
Show Hayami,Japanese,Asian
Momokomotion,Japanese,Asian
Tsuyoshi Sekito,Japanese,Asian
Takayoshi Ohmura,Japanese,Asian
Can!Jani,Japanese,Asian
Cherryblossom,Japanese,Asian
Katsura Shinnosuke,Japanese,Asian
Rebecca,Japanese,Asian
Michiru Sasano,Japanese,Asian
Lapis Re:Lights,Japanese,Asian
Koi no Vacance,Japanese,Asian
Namida ga Tomaranai Hōkago,Japanese,Asian
Hatsue Yuasa,Japanese,Asian
Hirohisa Horie,Japanese,Asian
D=Out,Japanese,Asian
Kamaitachi,Japanese,Asian
SKE48,Japanese,Asian
Hiroshima Symphony Orchestra,Japanese,Asian
Mayumi Horikawa,Japanese,Asian
Taka Hirose,Japanese,Asian
Z-1 ,Japanese,Asian
Stance Punks,Japanese,Asian
Myco ,Japanese,Asian
Meguru Koi no Kisetsu,Japanese,Asian
Kyogo Kawaguchi,Japanese,Asian
Keiko,Japanese,Asian
Michiko Naruke,Japanese,Asian
Milet ,Japanese,Asian
Ketsumeishi,Japanese,Asian
Makoto Kawamoto,Japanese,Asian
Toshiko Koshijima,Japanese,Asian
Rinu,Japanese,Asian
Yūji Koseki,Japanese,Asian
Sketch Show ,Japanese,Asian
The Pees,Japanese,Asian
Kiyoshi Ijichi,Japanese,Asian
Tujiko Noriko,Japanese,Asian
Morishige Takei,Japanese,Asian
Takahiro Yoshikawa,Japanese,Asian
The Hiatus,Japanese,Asian
Rebecca ,Japanese,Asian
Kenji Kazama,Japanese,Asian
Sayaka Akimoto,Japanese,Asian
Fureai,Japanese,Asian
Eve of Destiny,Japanese,Asian
Access ,Japanese,Asian
Minami Hoshino,Japanese,Asian
Rize ,Japanese,Asian
Yuko Ando ,Japanese,Asian
Haruka Chisuga,Japanese,Asian
Hitomi Saito,Japanese,Asian
Suzuka Morita,Japanese,Asian
Ryōhei Hirose,Japanese,Asian
Marius Yo,Japanese,Asian
Trippple Nippples,Japanese,Asian
Ayano Tsuji,Japanese,Asian
Garo ,Japanese,Asian
Kiyoko Suizenji,Japanese,Asian
Lovely Summer Chan,Japanese,Asian
Miyoko Asada,Japanese,Asian
Oblivion Dust,Japanese,Asian
Naomi Sagara,Japanese,Asian
Monoral,Japanese,Asian
Straightener,Japanese,Asian
Tomoyasu Hotei,Japanese,Asian
Shoukichi Kina,Japanese,Asian
Rio Yamase,Japanese,Asian
Osaka Monaurail,Japanese,Asian
Niji no Conquistador,Japanese,Asian
Quruli,Japanese,Asian
Yūki Ono,Japanese,Asian
Saya Kazuki,Japanese,Asian
Mako Hyōdō,Japanese,Asian
Nochiura Natsumi,Japanese,Asian
Takako Katō,Japanese,Asian
Dance Earth Party,Japanese,Asian
Morning Musume Otomegumi,Japanese,Asian
Motoharu Sano,Japanese,Asian
Mitski,Japanese,Asian
Takeshi Terauchi,Japanese,Asian
An Cafe,Japanese,Asian
Hijiri Kuwano,Japanese,Asian
Sora tob sakana,Japanese,Asian
Colorful Mannings,Japanese,Asian
Rino Sashihara,Japanese,Asian
Chica Sato,Japanese,Asian
Eternal Elysium,Japanese,Asian
Shinji Takashima,Japanese,Asian
Toyoko Nakazato,Japanese,Asian
Tom Cat,Japanese,Asian
Maho Tomita,Japanese,Asian
Teengenerate,Japanese,Asian
Go-Bang's,Japanese,Asian
Keita Tachibana,Japanese,Asian
The Checkers ,Japanese,Asian
Jyongri,Japanese,Asian
Taj Mahal Travellers,Japanese,Asian
Tatsuya Ueda,Japanese,Asian
Maximum the Hormone,Japanese,Asian
Happy End,Japanese,Asian
Orquesta de la Luz,Japanese,Asian
Miho Nakayama,Japanese,Asian
Up Up Girls Kakko Kari,Japanese,Asian
Tenn,Japanese,Asian
Mainliner,Japanese,Asian
Rinken Band,Japanese,Asian
Make-Up,Japanese,Asian
Burnout Syndromes,Japanese,Asian
Kano,Japanese,Asian
7 Men Samurai,Japanese,Asian
Mirakururun Grand Purin! / Pīhyara Kouta,Japanese,Asian
Elisa ,Japanese,Asian
Group inou,Japanese,Asian
Hideyuki Fukasawa,Japanese,Asian
Chaba ,Japanese,Asian
Pink Babies,Japanese,Asian
Aina the End,Japanese,Asian
Phantasmagoria ,Japanese,Asian
Kenichi Kurosawa,Japanese,Asian
Lisp ,Japanese,Asian
White Ash ,Japanese,Asian
GAM ,Japanese,Asian
Masayoshi Yamazaki,Japanese,Asian
Shinichi Osawa,Japanese,Asian
NMB48,Japanese,Asian
Jam 9,Japanese,Asian
Dreams Come True,Japanese,Asian
Changin' My Life,Japanese,Asian
Sons of All Pussys,Japanese,Asian
Shunsuke Kazama,Japanese,Asian
Chelmico,Japanese,Asian
Beat Crusaders,Japanese,Asian
Yosi Horikawa,Japanese,Asian
Asuka Kuramochi,Japanese,Asian
Yoshiharu Abe,Japanese,Asian
Tsuyoshi Kusanagi,Japanese,Asian
Miyuki Kanbe,Japanese,Asian
Steffanie Borges,Japanese,Asian
Masami Suzuki,Japanese,Asian
Saint Four,Japanese,Asian
Katsuo Ōno,Japanese,Asian
Chemistry ,Japanese,Asian
Young Punch,Japanese,Asian
Tak Matsumoto Group,Japanese,Asian
Marina Kuroki,Japanese,Asian
Favorite Blue,Japanese,Asian
Lindberg ,Japanese,Asian
Luis-Mary,Japanese,Asian
Miho Komatsu,Japanese,Asian
El Dorado ,Japanese,Asian
Toshio Masuda ,Japanese,Asian
GEM,Japanese,Asian
Marlene,Japanese,Asian
Prism,Japanese,Asian
Mai Fuchigami,Japanese,Asian
Ichiko Aoba,Japanese,Asian
Hiromi,Japanese,Asian
Takako Shirai ,Japanese,Asian
List of Japanoise artists,Japanese,Asian
Miyavi,Japanese,Asian
Kōji Wada,Japanese,Asian
Sakunosuke Koyama,Japanese,Asian
Avengers in Sci-Fi,Japanese,Asian
Mr. Children,Japanese,Asian
Hideki Fujisawa,Japanese,Asian
Kana Hanazawa,Japanese,Asian
Karyu,Japanese,Asian
Aco,Japanese,Asian
Shinichi Suzuki,Japanese,Asian
Haruka ,Japanese,Asian
Minoru Niihara,Japanese,Asian
Queen Bee,Japanese,Asian
Girls²,Japanese,Asian
D-Date,Japanese,Asian
Yasushi Ishii,Japanese,Asian
Second Morning,Japanese,Asian
Marika Kouno,Japanese,Asian
Ikuma Dan,Japanese,Asian
Chiharu Matsuyama,Japanese,Asian
Toshinori Yonekura,Japanese,Asian
Gollbetty,Japanese,Asian
Hidari ,Japanese,Asian
Miyuki Nakajima,Japanese,Asian
Reol,Japanese,Asian
Nano Ripe,Japanese,Asian
Masaki Kyomoto,Japanese,Asian
Lisa Komine,Japanese,Asian
Verbal,Japanese,Asian
Asami Imai,Japanese,Asian
Not Yet ,Japanese,Asian
Aya Hisakawa,Japanese,Asian
Risa Tsumugi,Japanese,Asian
Kumiko Ōsugi,Japanese,Asian
Category:Elegies,Japanese,Asian
Kenn,Japanese,Asian
Kousokuya,Japanese,Asian
Moomin,Japanese,Asian
Sawako Hata,Japanese,Asian
Okamoto's,Japanese,Asian
Mari Hamada,Japanese,Asian
Nisennenmondai,Japanese,Asian
Izumi Yukimura,Japanese,Asian
Yoko Takahashi,Japanese,Asian
Su,Japanese,Asian
Rice ,Japanese,Asian
Batten Girls,Japanese,Asian
Mellow Mellow,Japanese,Asian
Sukekiyo,Japanese,Asian
Yuri Ichii,Japanese,Asian
Shori Sato,Japanese,Asian
Seatbelts ,Japanese,Asian
Perfume,Japanese,Asian
Takahiro Hōjō,Japanese,Asian
Balzac ,Japanese,Asian
Unison Square Garden,Japanese,Asian
Alph Lyla,Japanese,Asian
Ryo Owatari,Japanese,Asian
Kuroneko ,Japanese,Asian
3rd: Love Paradise,Japanese,Asian
Haruna Ikezawa,Japanese,Asian
Nana Kitade,Japanese,Asian
Ultra Living,Japanese,Asian
The Margarines,Japanese,Asian
Nobukazu Takemura,Japanese,Asian
Kimiko Itoh,Japanese,Asian
Idoling!!!,Japanese,Asian
Megumi Nakajima,Japanese,Asian
Hikaru Koyama,Japanese,Asian
Hyogo Performing Arts Center Orchestra,Japanese,Asian
Tsubaki ,Japanese,Asian
Toru Minegishi,Japanese,Asian
Loudness ,Japanese,Asian
Takayuki Nakamura,Japanese,Asian
Kei Inoo,Japanese,Asian
Kuniaki Haishima,Japanese,Asian
Kizuna AI,Japanese,Asian
Genki Hitomi,Japanese,Asian
Bump of Chicken,Japanese,Asian
Eight Ranger 2,Japanese,Asian
Appa ,Japanese,Asian
Oldcodex,Japanese,Asian
Yuu Miyake,Japanese,Asian
Nice Girl Project!,Japanese,Asian
Green Milk from the Planet Orange,Japanese,Asian
Naomi Kawashima,Japanese,Asian
Abcho,Japanese,Asian
Takako Ōta,Japanese,Asian
Skull,Japanese,Asian
Yui Makino,Japanese,Asian
Toshi Ichiyanagi,Japanese,Asian
Kaori Matsumura,Japanese,Asian
Daisuke Asakura,Japanese,Asian
Dicot,Japanese,Asian
Native Son ,Japanese,Asian
K Dub Shine,Japanese,Asian
22/7,Japanese,Asian
Boyfriend,Japanese,Asian
Eiichi Ohtaki,Japanese,Asian
Candies,Japanese,Asian
Lego Big Morl,Japanese,Asian
Ai,Japanese,Asian
Manish ,Japanese,Asian
Toku,Japanese,Asian
Seikima-II,Japanese,Asian
Hizi Koyke,Japanese,Asian
Codomo Dragon,Japanese,Asian
Erina Mano,Japanese,Asian
MIQ,Japanese,Asian
Skin ,Japanese,Asian
Hanaboy,Japanese,Asian
Maasa Sudo,Japanese,Asian
Ai Haruna,Japanese,Asian
Supercell,Japanese,Asian
Chocotto Love,Japanese,Asian
Rina Suzuki ,Japanese,Asian
Bis,Japanese,Asian
Takashi Hirayasu,Japanese,Asian
Bonobos ,Japanese,Asian
Round Table ,Japanese,Asian
Ryo Kawakita,Japanese,Asian
Fantastic Plastic Machine,Japanese,Asian
Asayan,Japanese,Asian
Frankie Sakai,Japanese,Asian
Rei Toda,Japanese,Asian
HY,Japanese,Asian
Baroque ,Japanese,Asian
Ai Takahashi,Japanese,Asian
Emily Hatoyama,Japanese,Asian
Kei Marimura,Japanese,Asian
Toshiyuki Miyama,Japanese,Asian
The Collectors ,Japanese,Asian
Keizoh Kawano,Japanese,Asian
Amiaya,Japanese,Asian
Chitose Hajime,Japanese,Asian
Tomoki Kikuya,Japanese,Asian
Yūka Kato,Japanese,Asian
Kaoli Isshiki,Japanese,Asian
Akane Sugazaki,Japanese,Asian
Tatsuya Oe,Japanese,Asian
Flumpool,Japanese,Asian
Base Ball Bear,Japanese,Asian
Choichi Terukina,Japanese,Asian
Shion,Japanese,Asian
Shokichi,Japanese,Asian
Ribbon,Japanese,Asian
Royz,Japanese,Asian
Kanon Kimoto,Japanese,Asian
Yanagiman,Japanese,Asian
Hideaki Takizawa,Japanese,Asian
Udo Suzuki,Japanese,Asian
Strength ,Japanese,Asian
Tanpopo 1,Japanese,Asian
Mai Kuraki,Japanese,Asian
Kōenji Hyakkei,Japanese,Asian
SS,Japanese,Asian
Kōsaku Yamada,Japanese,Asian
Rie Kitahara,Japanese,Asian
Ground Zero,Japanese,Asian
Yukari Nonoshita,Japanese,Asian
Yuma Nakayama,Japanese,Asian
Shibugakitai,Japanese,Asian
Yozuca,Japanese,Asian
Shōnan no Kaze,Japanese,Asian
Haruka Ishida,Japanese,Asian
FictionJunction,Japanese,Asian
Roh Ogura,Japanese,Asian
Ikimonogakari,Japanese,Asian
Ayabie,Japanese,Asian
Masaki Satō,Japanese,Asian
Tom Cat ,Japanese,Asian
Kukeiha Club,Japanese,Asian
Mana Ogawa,Japanese,Asian
Marginal Consort,Japanese,Asian
As for One Day,Japanese,Asian
Kreva,Japanese,Asian
Tokyo Girls' Style,Japanese,Asian
Take It Easy!,Japanese,Asian
Yoshio Tabata,Japanese,Asian
Kiyoharu,Japanese,Asian
Kohh,Japanese,Asian
Mikio Masuda,Japanese,Asian
Noboru Ito,Japanese,Asian
Mayo Okamoto,Japanese,Asian
Sakura Fujiwara,Japanese,Asian
Does ,Japanese,Asian
Kikuō Hayashiya,Japanese,Asian
Taeko Kunishima,Japanese,Asian
Under Graph,Japanese,Asian
Akio Yasuraoka,Japanese,Asian
Taeko Onuki,Japanese,Asian
Girugamesh,Japanese,Asian
Chata,Japanese,Asian
Last Alliance ,Japanese,Asian
Nana Okada,Japanese,Asian
The Beatniks ,Japanese,Asian
Daiki Hata,Japanese,Asian
Juria Kawakami,Japanese,Asian
Plastic Tree,Japanese,Asian
Halca,Japanese,Asian
Miz ,Japanese,Asian
Hikaru,Japanese,Asian
Takafumi Iwasaki,Japanese,Asian
Aki Takase,Japanese,Asian
Dallax,Japanese,Asian
Miori Ichikawa,Japanese,Asian
Elisa,Japanese,Asian
175R,Japanese,Asian
